着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,馬主,賞金(万円),label,race_id
3,8,15,マイネルインプレス,牡3,56.0,柴田大知,2:00.6,1,2-2-3-2,35.9,70.9,11.0,444(0),[東]清水英克,サラブレッドクラブ・ラフィアン,130.0,1,201506030705
4,5,10,マリーズラン,牝3,51.0,石川裕紀,2:00.6,クビ,7-6-6-5,35.6,24.9,8.0,466(+4),[東]伊藤大士,冨沢敦子,75.0,0,201506030705
5,1,2,ハヤブサライデン,牡3,56.0,大野拓弥,2:00.7,1/2,8-9-9-8,35.4,59.6,10.0,468(-8),[東]菊川正達,吉田牧場,50.0,0,201506030705
6,4,8,タイタニウム,牡3,56.0,蛯名正義,2:00.7,クビ,5-4-5-5,35.8,3.8,2.0,448(-6),[東]鹿戸雄一,吉田安惠,,0,201506030705
7,3,6,ブリエアヴェニール,牡3,56.0,田辺裕信,2:00.9,1,11-9-9-5,35.7,4.7,3.0,484(0),[東]栗田博憲,岡田牧雄,,0,201506030705
8,8,16,アドラビリティ,牝3,54.0,原田和真,2:00.9,ハナ,2-2-2-2,36.3,200.9,15.0,474(-8),[東]堀井雅広,藤田在子,,0,201506030705
9,2,3,メイショウアルパ,牝3,54.0,柴山雄一,2:01.0,1/2,13-13-13-10,35.4,134.5,13.0,452(-8),[西]荒川義之,松本好雄,,0,201506030705
10,8,17,クライミングローズ,牝3,54.0,三浦皇成,2:01.1,1/2,4-4-3-4,36.3,23.7,6.0,414(-6),[西]角田晃一,前田幸治,,0,201506030705
11,5,9,エレガントソング,牝3,54.0,吉田豊,2:01.4,1.3/4,15-15-14-13,35.7,24.5,7.0,476(-2),[東]尾形充弘,シルクレーシング,,0,201506030705
12,3,5,レディームーン,牝3,54.0,村田一誠,2:01.5,1/2,5-6-6-8,36.4,16.9,5.0,418(+12),[東]伊藤正徳,小林博雄,,0,201506030705
13,1,1,トーセンレイザー,牡3,56.0,横山典弘,2:01.9,2.1/2,16-16-16-15,35.8,32.9,9.0,440(-12),[東]菅原泰夫,島川隆哉,,0,201506030705
14,6,12,ビヘーヴ,牡3,56.0,田中勝春,2:02.1,1.1/2,12-12-14-13,36.4,73.9,12.0,472(-8),[東]新開幸一,栗坂崇,,0,201506030705
15,7,14,ハニーファンタジー,牝3,54.0,武士沢友,2:02.3,1.1/4,10-9-11-12,36.8,183.7,14.0,436(-4),[東]相沢郁,星野壽市,,0,201506030705
16,4,7,ビヨンドザワルツ,牝3,54.0,江田照男,2:03.5,7,17-16-17-17,37.0,262.1,16.0,426(-4),[東]矢野英一,丸山担,,0,201506030705
17,7,13,ゼノ,牡3,56.0,嘉藤貴行,2:03.9,2.1/2,8-6-6-15,38.8,369.8,17.0,440(-4),[東]天間昭一,ターフ・スポート,,0,201506030705
1,4,4,ミュゼゴースト,牡3,56.0,柴田善臣,1:59.7,,6-6-7-3,34.5,3.4,2.0,498(-4),[東]大江原哲,高橋仁,"1,021.0",1,201506030709
2,3,3,キングカラカウア,牡3,56.0,柴山雄一,1:59.9,1,2-2-2-2,35.2,4.9,3.0,490(-8),[東]加藤征弘,窪田芳郎,406.0,1,201506030709
3,6,6,ディアコンチェルト,牡3,56.0,大野拓弥,2:00.1,1.1/4,7-7-7-7,34.9,19.2,7.0,446(+4),[東]高木登,ディアレスト,253.0,1,201506030709
4,1,1,ウイングチップ,牡3,56.0,田中勝春,2:00.2,3/4,3-3-4-3,35.3,2.9,1.0,494(-2),[東]宗像義忠,社台レースホース,150.0,0,201506030709
5,7,7,ナスノセイカン,牡3,56.0,横山典弘,2:00.4,1.1/2,7-7-4-6,35.5,5.2,4.0,456(+2),[東]矢野英一,那須野牧場,100.0,0,201506030709
6,8,8,キングイマデショウ,牡3,56.0,江田照男,2:00.4,クビ,1-1-1-1,35.8,15.4,5.0,462(+2),[東]蛯名利弘,首藤徳,,0,201506030709
7,2,2,マイネルネーベル,牡3,56.0,蛯名正義,2:00.6,1.1/2,3-3-4-7,35.6,20.7,8.0,440(+2),[西]五十嵐忠,サラブレッドクラブ・ラフィアン,,0,201506030709
8,5,5,ウインオリファン,牡3,56.0,柴田大知,2:01.8,7,5-5-3-3,37.0,15.5,6.0,462(0),[東]上原博之,ウイン,,0,201506030709
1,2,4,ダークネブラス,牡3,56.0,蛯名正義,2:03.6,,3-3-5-5,35.6,2.5,1.0,462(+2),[東]鹿戸雄一,サンデーレーシング,500.0,1,201506030605
2,5,10,マウントミッチェル,牡3,56.0,秋山真一,2:03.6,ハナ,5-6-5-5,35.6,8.9,5.0,444(-2),[東]久保田貴,阿部雅英,200.0,1,201506030605
3,5,9,ルレイヴ,牡3,56.0,田中勝春,2:03.6,ハナ,14-14-14-13,34.8,5.9,3.0,496(+8),[東]藤沢和雄,山本英俊,130.0,1,201506030605
4,4,8,トーカティヴ,牡3,56.0,江田照男,2:03.8,1.1/2,3-3-3-2,36.0,24.9,8.0,446(-4),[東]小島太,Ｈ．Ｈ．シェイク・モハメド,75.0,0,201506030605
5,7,15,ウインスペクトル,牡3,56.0,三浦皇成,2:03.8,アタマ,10-10-7-7,35.6,4.0,2.0,456(+6),[東]宗像義忠,ウイン,50.0,0,201506030605
6,8,16,サトノファンタス,牡3,56.0,藤田伸二,2:04.0,1.1/4,12-12-9-9,35.6,46.0,9.0,426(+8),[東]鹿戸雄一,里見治,,0,201506030605
7,3,6,インスタントリー,牡3,56.0,大野拓弥,2:04.3,1.3/4,14-14-15-17,35.4,24.3,7.0,462(-4),[東]小笠倫弘,岡浩二,,0,201506030605
8,8,17,コスモヴェルフェン,牡3,56.0,柴田未崎,2:04.5,1.1/2,8-8-12-9,36.0,158.8,14.0,466(+10),[東]手塚貴久,ビッグレッドファーム,,0,201506030605
9,3,5,ブラヴューラ,牡3,56.0,大庭和弥,2:04.5,クビ,17-17-17-15,35.1,207.0,15.0,462(+6),[東]小笠倫弘,田所英子,,0,201506030605
10,7,13,ディアエスタード,牡3,56.0,勝浦正樹,2:04.5,ハナ,5-3-3-2,36.6,8.4,4.0,492(-2),[東]松永康利,ディアレスト,,0,201506030605
11,1,1,トーセンパンサー,牡3,56.0,内田博幸,2:04.6,クビ,1-1-1-1,37.0,112.3,13.0,434(+6),[東]成島英春,島川隆哉,,0,201506030605
12,4,7,ドリームアラウンド,牡3,56.0,嘉藤貴行,2:04.7,1/2,5-7-7-7,36.5,106.8,12.0,484(+4),[東]畠山吉宏,セゾンレースホース,,0,201506030605
13,6,11,クリノトイトイ,牡3,56.0,武士沢友,2:04.7,クビ,10-10-13-13,36.1,240.7,16.0,434(0),[東]大江原哲,栗本博晴,,0,201506030605
14,7,14,アサクサフルート,牝3,54.0,木幡初広,2:04.9,1.1/2,8-8-9-9,36.5,295.9,18.0,440(+3),[東]杉浦宏昭,山岸桂市,,0,201506030605
15,6,12,アラビアンローズ,牝3,54.0,国分優作,2:05.0,1/2,16-16-16-15,35.8,64.0,10.0,434(-4),[東]尾形和幸,吉田勝利,,0,201506030605
16,8,18,ビッグチャンピオン,牡3,56.0,村田一誠,2:05.0,クビ,12-12-9-9,36.6,86.3,11.0,486(0),[東]和田雄二,坪野谷和平,,0,201506030605
17,2,3,コイオス,牡3,53.0,石川裕紀,2:05.1,クビ,2-2-2-2,37.4,246.9,17.0,510(-2),[東]斎藤誠,ミルファーム,,0,201506030605
18,1,2,ゲンパチインパクト,牡3,56.0,柴山雄一,2:07.0,大,17-18-18-18,36.6,21.9,6.0,472(0),[東]萱野浩二,平野武志,,0,201506030605
1,3,4,シャドウダンサー,牡4,57.0,戸崎圭太,2:15.5,,4-4-4-4,34.2,3.9,2.0,500(+4),[西]角居勝彦,飯塚知一,"1,849.4",1,201506030510
